Song,Lyrics
Bet U Wanna,"If you're satisfied, touché"
Bet U Wanna,"But the lights are off, "
Bet U Wanna,your so-called friends are gone
Bet U Wanna,"Oh, I know what you're 'bout to say"
Bet U Wanna,Didn't think about it when you let me down
Bet U Wanna,Hurts to see me outta your reach
Bet U Wanna,Bet you wanna touch me now
Bet U Wanna,"It's cold out there, let me know what you found"
Bet U Wanna,Bet you wanna love me now
Bet U Wanna,Bet you wanna love me now
Bet U Wanna,Didn't think about it when you let me down
Bet U Wanna,Hurts to see me outta your reach
Bet U Wanna,Bet you wanna touch me now
Bet U Wanna,"It's cold out there, let me know what you found"
Bet U Wanna,Bet you wanna love me now
Bet U Wanna,Bet you wanna love me now
Bet U Wanna,I bet you wanna
Bet U Wanna,I bet you wanna 
Bet U Wanna,"Bet you miss me, bet you're reminiscin'"
Bet U Wanna,I bet you hate the way that you said goodbye
Bet U Wanna,And you still can't even tell me why
Bet U Wanna,I hate the way that you left me dry
Bet U Wanna,But I'll keep that between you and I
Bet U Wanna,I bet you didn't think about it when you let me down
Bet U Wanna,Hurts to see me outta your reach
Bet U Wanna,Bet you wanna touch me now 
Bet U Wanna,"It's cold out there, let me know what you found"
Bet U Wanna,Bet you wanna love me now 
Bet U Wanna,Bet you wanna love me now
Smoke And Fire, Our love is running into a burning building
Smoke And Fire, Our love is scattered ash with a burnt up feeling
Smoke And Fire,"Feel the heat, so we started running"
Smoke And Fire,You know you saw it coming
Smoke And Fire,But the memories are still in my mind
Smoke And Fire,Burning like smoke and fire
Smoke And Fire,Rumors spread like wildfire
Smoke And Fire,I held a strong ground
Smoke And Fire,But I've been burning down
Smoke And Fire,'Cause it's like fire is all I hear about
Smoke And Fire,And we are fading out
Smoke And Fire,Don't wanna turn out the light
Smoke And Fire,But it's like...
Smoke And Fire,I'm no firefighter
Smoke And Fire,I just need to breathe tonight
Smoke And Fire,"So sound the alarm, and there goes the night"
Smoke And Fire, Our love is running into a burning building
Smoke And Fire, Our love is scattered ash with a burnt up feeling
Smoke And Fire,"Feel the heat, so we started running"
Smoke And Fire,You know you saw it coming
Smoke And Fire,But the memories are still in my mind
Smoke And Fire,Burning like smoke and fire
Smoke And Fire,"Secrets in a small town, they always get around"
Smoke And Fire,But the flame has been put out
Smoke And Fire,And I am hearing all the small talk
Smoke And Fire,They whisper as I walk
Smoke And Fire,In a house that's boarded up
Smoke And Fire,So good luck
Smoke And Fire,I'm no firefighter
Smoke And Fire,I just need to breathe tonight
Smoke And Fire,"So sound the alarm, and there goes the night"
Smoke And Fire, Our love is running into a burning building
Smoke And Fire, Our love is scattered ash with a burnt up feeling
Smoke And Fire,"Feel the heat, so we started running"
Smoke And Fire,You know you saw it coming
Smoke And Fire,But the memories are still in my mind
Smoke And Fire,Burning like smoke and fire
Smoke And Fire,"Smoke and fire, smoke and fire"
Smoke And Fire,"Don't you know that if there's smoke, there's fire?"
Smoke And Fire,"Smoke there's fire, smoke there's fire"
Smoke And Fire,"Now, now"
Smoke And Fire, And now it's over
Smoke And Fire, I'm getting colder
Smoke And Fire, And it's the feeling
Smoke And Fire,Of running into a burning building
Smoke And Fire,Rumors spread like wildfire
Smoke And Fire,I held a strong ground
Smoke And Fire,But I've been burning down
Smoke And Fire, Our love is running into a burning building
Smoke And Fire, Our love is scattered ash with a burnt up feeling
Smoke And Fire,"Feel the heat, so we started running"
Smoke And Fire,You know you saw it coming
Smoke And Fire,But the memories are still in my mind
Smoke And Fire,Burning like smoke and fire
Smoke And Fire,"Smoke and fire, smoke and fire"
Smoke And Fire,"Don't you know that if there's smoke, there's fire?"
Smoke And Fire,"Smoke there's fire, smoke there's fire"
Smoke And Fire,"Now, now"
Smoke And Fire, And now it's over
Smoke And Fire, I'm getting colder
Smoke And Fire, I'm so tired
Smoke And Fire,Burning like smoke and fire
Bad For Business,"He's good for my heart, but he's bad for business"
Bad For Business,Tears me apart when he grants my wishes
Bad For Business,All of my friends think I've gone crazy
Bad For Business,But they don't know me like my baby
Bad For Business,We look good in photographs
Bad For Business,I like the way you like to laugh
Bad For Business,"At dirty jokes, I know they'll always land"
Bad For Business,Used to get to work on time
Bad For Business,But now you're takin' up my nights
Bad For Business,Never been so glad to be so tired
Bad For Business,"Ooh, I'm mad for you"
Bad For Business,It's sad but true and I know it
Bad For Business,"Ah, you're on my mind"
Bad For Business,You stole my life and it's showin' 
Bad For Business,"He's good for my heart, but he's bad for business"
Bad For Business,Tears me apart when he grants my wishes
Bad For Business,All of my friends think I've gone crazy
Bad For Business,But they don't know me like my baby
Bad For Business,If I'm just writin' happy songs
Bad For Business,Will anybody sing along?
Bad For Business,You had to go and break into my head
Bad For Business,And I would try to fight these feelings
Bad For Business,I can't find a single reason
Bad For Business,"I'd make all the same mistakes again, ah"
Bad For Business,"Ooh, I'm mad for you"
Bad For Business,It's sad but true and I know it
Bad For Business,"Ah, you're on my mind"
Bad For Business,You stole my life and it's showin'
Bad For Business,"He's good for my heart, but he's bad for business"
Bad For Business,Tears me apart when he grants my wishes
Bad For Business,All of my friends think I've gone crazy
Bad For Business,But they don't know me like my baby
Bad For Business,"He's good , it's bad "
Bad For Business,The best I've ever had 
Bad For Business,"And he's so nice, it's sad "
Bad For Business,He ruined all my plans
Bad For Business,And he just makes me so crazy
Bad For Business,I know everyone sees
Bad For Business,That he'll be the death of me
Bad For Business,"He's good for my heart, but he's bad for business "
Bad For Business,Tears me apart when he grants my wishes
Bad For Business,All of my friends think I've gone crazy
Bad For Business,But they don't know me like my baby
Bad For Business,"He's good for my heart, but he's bad for business "
Bad For Business,Tears me apart when he grants my wishes
Bad For Business,All of my friends think I've gone crazy
Bad For Business,But they don't know me like my baby
Pushing 20,"What, what, what, whatcha say, Mr. Clean?"
Pushing 20,I'm flagging you down for a misdemeanor
Pushing 20,It must look different from your mezzanine
Pushing 20,"You got me, got me feeling out of touch, Hall & Oates"
Pushing 20,"Push it out, wish me luck"
Pushing 20,"You got a way, you're messing with my faith"
Pushing 20,"You're tryna paint a picture, but you're running out of paint"
Pushing 20,You had your say 'til I took it away
Pushing 20,Out of yours in my controlla
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"Who ain't on the same wave, yeah, on the same page"
Pushing 20,"Tryna tell me what to be, yeah, tell me what to think"
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"Who ain't on the same wave, yeah, on the same page"
Pushing 20,"Tryna tell me what to be, yeah, tell me what to think"
Pushing 20,"I'm pushing 20, I ain't talking 'bout a Bimmer"
Pushing 20,"And while you're wasting time, the money's in the meter"
Pushing 20,"So I can start from scratch, make you a believer"
Pushing 20,"Or I can just, da-da-da"
Pushing 20,"Act like I don't give a, uh"
Pushing 20,"You got a way, you're messing with my faith"
Pushing 20,"You're tryna paint a picture, but you're running out of paint"
Pushing 20,You had your say 'til I took it away
Pushing 20,Out of yours in my controlla
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"Who ain't on the same wave, yeah, on the same page"
Pushing 20,"Tryna tell me what to be, yeah, tell me what to think"
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"Who ain't on the same wave, yeah, on the same page"
Pushing 20,"Tryna tell me what to be, yeah, tell me what to think"
Pushing 20,"I got no time, I got no time"
Pushing 20,"No, no, no, no rewind"
Pushing 20,"No, no rewind, yeah"
Pushing 20,"I got no time, I got no time "
Pushing 20,"No, no, no, no rewind "
Pushing 20,"No, no rewind"
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"Who ain't on the same wave, yeah, on the same page"
Pushing 20,"Tryna tell me what to be, yeah, tell me what to think "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"I'm pushing 20, got no time for others "
Pushing 20,"Who ain't on the same wave, yeah, on the same page"
Pushing 20,"Tryna tell me what to be, yeah, tell me what to think"
Pushing 20,"I got no time, I got no time"
Pushing 20,"No, no, no, no rewind"
Pushing 20,"No, no rewind, yeah "
Pushing 20,"I got no time, I got no time "
Pushing 20,"No, no, no, no rewind "
Pushing 20,"No, no rewind"
In My Bed,Little things become everything
In My Bed,When you wouldn't think that they would
In My Bed,Little things weigh so heavily
In My Bed,Take my energy ’til it's gone
In My Bed,I wanna be alone
In My Bed,But all these emotions won't leave me alone
In My Bed,"I’m tryin', I'm tryin', I'm tryin' to stop the"
In My Bed,Losing all control
In My Bed,"Hypothetically, I could let it go easy"
In My Bed,"But I'm still, I'm still"
In My Bed,"I’m still, I’m still, I'm still in my bed about it"
In My Bed,"I’m still, I'm still, I'm still in my head about it"
In My Bed,I'm not usually like this
In My Bed,I’m not usually like this
In My Bed,"But I'm still, I'm still, I'm still in my bed"
In My Bed,Turn this pillowcase to the cooler side
In My Bed,Give me something I can feel 'cause I
In My Bed,"Wanna turn a page, wanna rearrange"
In My Bed,"Swinging doors wide open in my mind, no"
In My Bed,I wanna be alone 
In My Bed,But all these emotions won't leave me alone 
In My Bed,"I'm tryin', I'm tryin', I'm tryin' to stop the"
In My Bed,Losing all control 
In My Bed,"But hypothetically, I could let it go easy"
In My Bed,"But I'm still, I'm still"
In My Bed,"I'm still, I'm still, I'm still in my bed about it "
In My Bed,"I'm still, I'm still, I'm still in my head about it "
In My Bed,I'm not usually like this
In My Bed,I'm not usually like this
In My Bed,"But I'm still, I'm still, I'm still in my bed about it"
In My Bed,"But I'm still, I'm still, I'm still in my bed about it"
In My Bed,"But I'm still, I'm still, I'm still in my bed about it"
In My Bed,Something chemical inside me messin' with my mind
In My Bed,And I can't help but feel like
In My Bed,I'm feeling like someone else 
In My Bed,Something animal inside me
In My Bed,Trying to remind me there's no need
In My Bed,To worry about it and lose myself
In My Bed,"But I'm still, I'm still, I'm still"
In My Bed,"I'm still, I'm still, I'm still in my bed about it "
In My Bed,"I'm still, I'm still, I'm still in my head about it "
In My Bed,I'm not usually like this 
In My Bed,I'm not usually like this 
In My Bed,"But I'm still, I'm still, I'm still in my bed about it"
In My Bed,"I'm still in my bed, I'm still in my bed "
In My Bed,"But I'm still, I'm still, I'm still in my bed about it "
